form,word
n,mutation
n,myth
n,nail
n,nail
n,name
n,name
n,nationalism
n,nationalist
n,nationality
n,nature
n,nature
n,nature
n,navy
n,navy
n,neck
n,need
n,need
n,needle
n,needle
n,neglect
n,negligence
n,negotiation
n,neighbour
n,neighborhood
n,nephew
n,nerve
n,nest
n,net
n,net
n,network
n,network
n,newcomer
n,news
n,news
n,news
n,night
n,nightmare
n,node
n,noise
n,noise
n,nomination
n,nonsense
n,norm
n,north
n,nose
n,note
n,note
n,note
n,note
n,notebook
n,notebook
n,notice
n,notice
n,notion
n,noun
n,novel
n,number
n,number
n,number
n,nun
n,nurse
n,nursery
n,nursery
n,crackpot
n,nut
n,oak
n,object
n,object
n,objection
n,obligation
n,observation
n,observer
n,obstacle
n,occasion
n,occupation
n,ocean
n,offense
n,offense
n,offense
n,offender
n,offer
n,office
n,officer
n,official
n,offspring
n,oil
n,oil
n,omission
n,onion
n,opera
n,operation
n,operation
n,operation
n,operation
n,opinion
n,opinion
n,opponent
n,opposite
n,opposition
n,opposition
n,opposition
n,optimism
n,option
n,orange
n,orange
n,orbit
n,orchestra
n,order
n,order
n,order
n,organ
n,organ
n,organisation
n,orientation
n,origin
n,outfit
n,outlet
n,outlet
n,outlet
n,outline
n,outline
n,outlook
n,output
n,outside
n,oven
n,overall
n,overview
n,owl
n,owner
n,ownership
n,oxygen
n,pace
n,pack
n,pack
n,package
n,packet
n,page
n,pain
n,pain
n,pain
n,paint
n,painter
n,pair
n,palace
n,palm
n,chimpanzee
n,pan
n,panel
n,panel
n,panic
n,paper
n,paper
n,paper
n,paper
n,paper
n,parade
n,paradox
n,paragraph
n,parallel
n,parameter
n,pardon
n,parent
n,park
n,parking
n,parliament
n,part
n,participant
n,particle
n,partner
n,partner
n,partnership
n,party
n,party
n,pass
n,pass
n,passage
n,passage
n,passenger
n,passion
n,passport
n,password
n,past
n,pastel
n,pasture
n,patch
n,patch
n,patch
n,patent
n,path
n,patience
n,patient
n,patrol
n,pattern
n,pause
n,pavement
n,payment
n,peace
n,peace
n,peak
n,peanut
n,peasant
n,pedestrian
n,pen
n,pen
n,penalty
n,pencil
n,penny
n,pension
n,retiree
n,people
n,pepper
n,percent
n,perception
n,performance
n,performance
n,performer
n,period
n,period
n,period
n,period
n,permission
n,person
n,personality
n,pest
n,pet
n,phenomenon
n,philosopher
n,philosophy
n,philosophy
n,photograph
n,photographer
n,photography
n,physics
n,piano
n,picture
n,picture
n,movie
n,pie
n,piece
n,piece
n,pier
n,pig
n,pig
n,policeman
n,pig
n,pigeon
n,pile
n,pill
n,pillow
n,pilot
n,pin
n,pioneer
n,pipe
n,pit
n,pit
n,pitch
n,slant
n,pitch
n,pity
n,place
n,place
n,plaintiff
n,plan
n,plane
n,planet
n,plant
n,plant
n,plaster
n,plastic
n,plate
n,platform
n,play
n,play
n,player
n,player
n,pleasure
n,plot
n,plot
n,plot
n,pneumonia
n,pocket
n,poem
n,poetry
n,point
n,point
n,point
n,poison
n,pole
n,pole
n,policy
n,politician
n,politics
n,poll
n,poll
n,pollution
n,pony
n,pool
n,pop
n,pop
n,pop
n,population
n,porter
n,portion
n,portrait
n,position
n,position
n,position
n,possession
n,possibility
n,post
n,post
n,postcard
n,pot
n,pot
n,potato
n,potential
n,pottery
n,pound
n,pound
n,powder
n,power
n,power
n,practice
n,practice
n,praise
n,prayer
n,precedent
n,precision
n,predator
n,predecessor
n,preference
n,prejudice
n,premium
n,preoccupation
n,preparation
n,prescription
n,prescription
n,presence
n,presence
n,present
n,present
n,presentation
n,preservation
n,presidency
n,president
n,president
n,press
n,press
n,pressure
n,pressure
n,pressure
n,prestige
n,prevalence
n,prey
n,price
n,price
n,pride
n,primary
n,prince
n,princess
n,principle
n,print
n,printer
n,priority
n,prison
n,prisoner
n,privacy
n,privilege
n,prize
n,loot
n,probability
n,problem
n,problem
n,procedure
n,process
n,produce
n,producer
n,product
n,product
n,product
n,production
n,production
n,production
n,profession
n,professional
n,professor
n,profile
n,profit
n,program
n,program
n,program
n,program
n,progress
n,project
n,prediction
n,projection
n,promise
n,promotion
n,promotion
n,proof
n,proof
n,propaganda
n,property
n,property
n,proportion
n,proportion
n,proposal
n,proposal
n,proposition
n,prosecution
n,prospect
n,prosperity
n,protection
n,shelter
n,protein
n,protest
n,provision
n,psychologist
n,psychology
n,bar
n,public
n,publication
n,publication
n,publicity
n,publisher
n,pudding
n,pump
n,pumpkin
n,punch
n,punch
n,pupil
n,pupil
n,purpose
n,hobby
n,pursuit
n,puzzle
n,pyramid
n,qualification
n,quality
n,quantity
n,quarter
n,quarter
n,quarter
n,quarter
n,queen
n,quest
n,question
n,questionnaire
n,queue
n,quota
n,quotation
n,quotation
n,rabbit
n,race
n,race
n,racism
n,rack
n,radiation
n,radiation,sickness
n,radical
n,radio
n,radio
n,rage
n,raid
n,railcar
n,railroad
n,track
n,rain
n,rainbow
n,rally
n,range
n,range
n,range
n,range
n,rank
n,rat
n,strikebreaker
n,rate
n,ratio
n,reaction
n,reaction
n,reaction
n,reactor
n,reader
n,reader
n,realism
n,reality
n,reason
n,reason
n,rebel
n,rebellion
n,receipt
n,reception
n,reception
n,recession
n,recognition
n,recommendation
n,record
n,record
n,record
n,record
n,recording
n,recovery
n,recovery
n,recreation
n,red
n,reduction
n,redundancy
n,referee
n,reference
n,reference
n,referral
n,reflection
n,reform
n,refugee
n,refusal
n,regard
n,region
n,register
n,register
n,registration
n,regret
n,regulation
n,rehabilitation
n,rehabilitation
n,rehearsal
n,reign
n,rejection
n,relation
n,relationship
n,relaxation
n,release
n,relevance
n,reliance
n,relief
n,reluctance
n,remark
n,remedy
n,rent
n,repetition
n,replacement
n,report
n,report
n,reporter
n,representative
n,representative
n,reproduction
n,reptile
n,republic
n,reputation
n,request
n,requirement
n,research
n,researcher
n,reserve
n,supply
n,reservoir
n,residence
n,resident
n,resignation
n,resignation
n,resolution
n,resort
n,resource
n,response
n,response
n,responsibility
n,rest
n,rest
n,rest
n,restaurant
n,restoration
n,restraint
n,restriction
n,result
n,retailer
n,retirement
n,retreat
n,return
n,return
n,return
n,return
n,revenge
n,reverse
n,review
n,review
n,review
n,review
n,revival
n,revolution
n,revolution
n,reward
n,rhetoric
n,rhythm
n,rib
n,ribbon
n,rice
n,rider
n,ridge
n,rifle
n,right
n,right
n,right,wing
n,ring
n,ring
n,ring
n,riot
n,orgy
n,rise
n,rise
n,risk
n,ritual
n,river
n,road
n,robbery
n,looting
n,robot
n,rock
n,rocket
n,role
n,role
n,roll
n,roll
n,roll
n,roll
n,roof
n,room
n,ancestor
n,root
n,rope
n,rose
n,rotation
n,rung
n,route
n,routine
n,quarrel
n,row
n,royalty
n,royalty
n,rubbish
n,rugby
n,ruin
n,ruin
n,rule
n,rule
n,rule
n,rule
n,rule
n,rule
n,rule
n,rule
n,rumor
n,runner
n,rush
n,sacrifice
n,sacrifice
n,safety
n,cruise
n,sailor
n,salad
n,sale
n,sale
n,salmon
n,salon
n,salt
n,salvation
n,sample
n,sanctuary
n,sand
n,sandal
n,satellite
n,satisfaction
n,sauce
n,sausage
n,scale
n,scale
n,scale
n,scandal
n,scenario
n,scene
n,scene
n,scene
n,scene
n,schedule
n,scheme
n,scholar
n,scholar
n,scholarship
n,school
n,school
n,science
n,scientist
n,grudge
n,score
n,scrap
n,screen
n,sieve
n,screen
n,screw
n,script
n,sculpture
n,sea
n,seal
n,seal
n,search
n,season
n,seat
n,buttocks
n,second
n,second
n,mystery
n,secret
n,secretary
n,secretion
n,section
n,sector
n,security
n,seed
n,seed
n,selection
n,selection
n,selection
n,self
n,seller
n,seminar
n,senior
n,sensation
n,sense
n,sense
n,sense
n,sensitivity
n,sentence
n,sentence
n,sentiment
n,separation
n,sequence
n,series
n,series
n,servant
n,waiter
n,service
n,service
n,service
n,service
n,session
n,session
n,set
n,set
n,settlement
n,settlement
n,sex
n,nuance
n,shadow
n,shaft
n,shaft
n,shame
n,shame
n,disgrace
n,share
n,share
n,shareholder
n,shark
n,sheep
n,sheet
n,sail
n,sheet
n,shelf
n,shell
n,shell
n,shell
n,shell
n,shelter
n,shield
n,shift
n,shift
n,shirt
n,shock
n,shock
n,shoe
n,horseshoe
n,shop
n,shop
n,shopping
n,short,circuit
n,shortage
n,shorts
n,shot
n,shot
n,shoulder
n,shoulder
n,show
n,shower
n,shower
n,sickness
n,side
n,side
n,side
n,siege
n,sight
n,sign
n,sign
n,sign
n,sign
n,sign
n,sign
n,signature
n,silence
n,silence
n,silk
n,flatware
n,silver
n,silver
n,similarity
n,simplicity
n,sin
n,singer
n,sink
n,sister
n,site
n,site
n,situation
n,size
n,sketch
n,ski
n,skill
n,skin
n,skin
n,peel
n,skirt
n,skull
n,sky
n,slab
n,slave
n,sleep
n,sleeve
n,slice
n,slide
n,slide
n,slime
n,gaffe
n,slogan
n,slot
n,slot
n,smell
n,smell
n,smile
n,smoke
n,snail
n,snake
n,snow
n,soap
n,soccer
n,society
n,sociology
n,sock
n,sodium
n,software
n,soil
n,soil
n,soldier
n,solidarity
n,solo
n,solution
n,solution
n,soprano
n,soul
n,sound
n,soup
n,source
n,source
n,source
n,south
n,south
n,space
n,space
n,speaker
n,speaker
n,specialist
n,species
n,specimen
n,spectrum
n,speech
n,speech
n,speech
n,speed
n,speed
n,spell
n,trance
n,sphere
n,sphere
n,spider
n,spinach
n,spine
n,spirit
n,spirit
n,spirit
n,spite
n,split
n,split
n,spokesman
n,spoon
n,sport
n,spot
n,spray
n,ranch
n,spread
n,banquet
n,spring
n,spring
n,spring
n,spy
n,squad
n,square
n,square
n,stable
n,staff
n,staff
n,stage
n,stage
n,staircase
n,stake
n,stall
n,stamp
n,stand
n,stand
n,standard
n,star
n,star
n,star
n,star
n,start
n,state
n,state
n,statement
n,statement
n,station
n,statistics
n,statue
n,steak
n,steam
n,steel
n,stem
n,step
n,step
n,step
n,step
n,steward
n,stick
n,joystick
n,stimulation
n,stitch
n,stock
n,stock
n,stock
n,stomach
n,stone
n,pit
n,gem
n,stool
n,stop
n,storage
n,storm
n,story
n,story
n,strap
n,straw
n,straw
n,strawberry
n,stream
n,street
n,strength
n,strength
n,stress
n,strike
n,strike
n,strike
n,string
n,comic,strip
n,strip
n,stroke
n,structure
n,struggle
n,student
n,studio
n,study
n,study
n,study
n,style
n,style
n,subject
n,subject
n,subject
n,substance
n,suburb
n,success
n,suffering
n,sugar
n,suggestion
n,suicide
n,suit
n,courtship
n,suite
n,sulphur
n,sum
n,summary
n,summer
n,summit
n,sun
n,sun
n,Sunday
n,sunrise
n,sunshine
n,superintendent
n,supermarket
n,supervisor
n,supply
n,support
n,support
n,support
n,support
n,surface
n,surgeon
n,surgery
n,surprise
n,survey
n,survival
n,survivor
n,survivor
n,suspect
n,suspicion
n,suspicion
n,sweat
n,sweater
n,sweet
n,swing
n,swing
n,switch
n,sword
n,syllable
n,symbol
n,symmetry
n,symptom
n,syndrome
n,system
n,table
n,table
n,tablet
n,tactic
n,tail
n,tail
n,talk
n,talk
n,tank
n,tap
n,tap
n,tape
n,tape
n,tape
n,target
n,taste
n,taste
n,tax
n,taxi
n,taxpayer
n,tea
n,teacher
n,team
n,tear
n,technique
n,technology
n,teenager
n,telephone
n,television
n,television
n,temperature
n,temple
n,temple
n,temptation
n,tenant
n,tendency
n,tennis
n,tension
n,tension
n,tent
n,term
n,terminal
n,terrace
n,terrorist
n,test
n,test
n,text
n,text
n,texture
n,thanks
n,theater
n,theft
n,theme
n,theme
n,theology
n,theorist
n,theory
n,therapist
n,therapy
n,thesis
n,thigh
n,thinker
n,thought
n,thread
n,threat
n,threshold
n,brink
n,throat
n,throne
n,thumb
n,ticket
n,ticket
n,tide
n,tie
n,tie
n,tiger
n,tile
n,timber
n,time
n,timetable
n,can
n,tin
n,tip
n,tip
n,tip
n,tissue
n,tissue
n,title
n,title
n,title
n,title
n,title
n,toast
n,toe
n,toll
n,tomato
n,ton
n,tone
n,tongue
n,tongue
n,tool
n,tooth
n,tooth
n,top
n,top
n,top
n,top
n,flashlight
n,torch
n,torture
n,touch
n,tourism
n,tourist
n,tournament
n,towel
n,tower
n,town
n,toy
n,trace
n,track
n,track
n,track
n,tract
n,trade
n,trade
n,trade
n,tradition
n,traffic
n,traffic
n,tragedy
n,train
n,trainer
n,training
n,trait
n,transaction
n,transfer
n,transition
n,transmission
n,transport
n,ecstasy
n,trap
n,tray
n,treasure
n,treasurer
n,treat
n,treatment
n,treatment
n,treaty
n,tree
n,trench
n,trend
n,trial
n,trial
n,triangle
n,tribe
n,tribute
n,trick
n,trick
n,trolley
n,troop
n,trouble
n,trouble
n,trouser
n,truck
n,trunk
n,trust
n,trust
n,trustee
n,truth
n,truth
n,t-shirt
n,subway
n,tube
n,tumour
n,tune
n,tunnel
n,turkey
n,turn
n,twin
n,braid
n,twist
n,tycoon
n,tire
n,ulcer
n,umbrella
n,uncertainty
n,uncle
n,understanding
n,unemployment
n,uniform
n,union
n,marriage
n,unit
n,unity
n,university
n,unrest
n,urge
n,urgency
n,urine
n,use
n,use
n,use
n,user
n,user
n,vacuum
n,vacuum
n,valley
n,value
n,value
n,value
n,van
n,avant-garde
n,variable
n,variant
n,variation
n,variety
n,vat
n,vector
n,vegetable
n,vegetarian
n,vegetation
n,vehicle
n,veil
n,vein
n,velvet
n,venture
n,Venus
n,verdict
n,version
n,version
n,vessel
n,vessel
n,veteran
n,victim
n,victory
n,video
n,view
n,view
n,view
n,villa
n,village
n,villager
n,violation
n,virgin
n,virtue
n,virus
n,computer,virus
n,vision
n,visit
n,visitor
n,vitamin
n,voice
n,spokesperson
n,volcano
n,volume
n,volume
n,volume
n,volunteer
n,vote
n,vote
n,voter
n,voucher
n,voyage
n,wage
n,wagon
n,waist
n,wake
n,wall
n,war
n,ward
n,ward
n,ward
n,wardrobe
n,warning
n,warrant
n,warrior
n,waste
n,waste
n,watch
n,watch
n,water
n,waterfall
n,wave
n,way
n,way
n,weakness
n,weakness
n,wealth
n,weapon
n,weather
n,wedding
n,weed
n,week
n,weekend
n,weight
n,weight
n,weight
n,welcome
n,welfare
n,welfare
n,well
n,west
n,west
n,whale
n,wheat
n,wheel
n,bike
n,whip
n,whiskey
n,egg,white
n,widow
n,width
n,wife
n,wilderness
n,wildlife
n,will
n,will
n,willpower
n,win
n,wind
n,window
n,wine
n,wing
n,wing
n,winner
n,winter
n,wire
n,witch
n,withdrawal
n,withdrawal
n,witness
n,witness
n,wolf
n,woman
n,wonder
n,wood
n,wool
n,word
n,word
n,wording
n,work
n,work
n,work
n,worker
n,workshop
n,world
n,world
n,world
n,world
n,worm
n,worm
n,worth
n,wound
n,wreck
n,wrist
n,writer
n,X-ray
n,yacht
n,yard
n,yard
n,year
n,youth
n,youth
n,zero
n,zone
v,abandon
v,abolish
v,abridge
v,absorb
v,accept
v,accompany
v,activate
v,add
v,adjust
v,admire
v,admit
v,admit
v,adopt
v,adopt
v,advance
v,affect
v,feign
v,afford
v,age
v,agree
v,match
v,allow
v,amputate
v,amuse
v,answer
v,apologize
v,appeal
v,appear
v,applaud
v,appoint
v,appreciate
v,approach
v,approve
v,arrange
v,arrange
v,arrest
v,articulate
v,ascertain
v,ask
v,expect
v,assume
v,impound
v,attack
v,attract
v,authorise
v,avoid
v,endorse
v,bake
v,balance
v,ostracize
v,banish
v,bargain
v,bark
v,carry
v,beat
v,beat
v,scramble
v,beat
v,beat
v,become
v,beg
v,begin
v,behave
v,behead
v,belong
v,flex
v,bend
v,bet
v,betray
v,bind
v,bond
v,bite
v,blame
v,blame
v,blast
v,bleed
v,bless
v,block
v,waste
v,board
v,boil
v,bomb
v,borrow
v,bother
v,bounce
v,bow
v,brag
v,break
v,disclose
v,pause
v,wear,out
v,break,in
v,breathe
v,breed
v,bring
v,bring
v,brush
v,displace
v,burn
v,burn
v,burst
v,bury
v,buy
v,call
v,call
v,call
v,call
v,predict
v,calm
v,cancel
v,captivate
v,capture
v,care
v,carry
v,carve
v,hurl
v,cast
v,catch
v,capture
v,cater
v,challenge
v,change
v,switch
v,charge
v,charge
v,charge
v,charge
v,chase
v,check
v,check
v,chew
v,choke
v,choke
v,choose
v,chop
v,claim
v,clarify
v,classify
v,clear
v,acquit
v,climb
v,close
v,close
v,coincide
v,collapse
v,collect
v,combine
v,comfort
v,compare
v,remunerate
v,compete
v,complain
v,compromise
v,concede
v,conceive
v,concentrate
v,confine
v,confront
v,congratulate
v,consider
v,consolidate
v,construct
v,contain
v,control
v,command
v,convert
v,convict
v,convince
v,falsify
v,cooperate
v,cope
v,copy
v,copy
v,correspond
v,cough
v,count
v,treat
v,cover
v,crash
v,smash
v,dash
v,crash
v,create
v,creep
v,cower
v,crop
v,graze
v,cross
v,crouch
v,cry
v,cultivate
v,curl
v,reduce
v,cut
v,damn
v,dance
v,dare
v,debate
v,debut
v,decide
v,determine
v,decline
v,decrease
v,dedicate
v,defend
v,define
v,delay
v,delay
v,delete
v,deliver
v,deport
v,rescue
v,demand
v,demolish
v,demonstrate
v,denounce
v,deny
v,deny
v,digress
v,depend
v,deprive
v,describe
v,desert
v,deserve
v,despise
v,deter
v,deteriorate
v,modernize
v,train
v,develop
v,arise
v,devote
v,dictate
v,break,down
v,die
v,disagree
v,differ
v,dig
v,excavate
v,dilute
v,dine
v,dip
v,direct
v,direct
v,disappear
v,disappoint
v,discourage
v,discover
v,discuss
v,disguise
v,dislike
v,dismiss
v,display
v,quarrel
v,thaw
v,distort
v,distribute
v,dive
v,divide
v,divorce
v,document
v,dominate
v,donate
v,double
v,doubt
v,drag
v,trail
v,drain
v,tie
v,pull
v,draw
v,draw
v,withdraw
v,dress
v,drink
v,drive
v,deteriorate
v,dribble
v,drop
v,drown
v,drug
v,dump
v,ditch
v,eat
v,eavesdrop
v,choose
v,elect
v,eliminate
v,embark
v,employ
v,encourage
v,endure
v,enhance
v,enlarge
v,ensure
v,enter
v,enter
v,entertain
v,escape
v,establish
v,exaggerate
v,exceed
v,exclude
v,eject
v,excuse
v,execute
v,exhibit
v,prosper
v,elaborate
v,expand
v,expect
v,experiment
v,explain
v,explode
v,explode
v,exploit
v,export
v,expose
v,extend
v,confront
v,fade
v,fail
v,faint
v,decrease
v,fall
v,fan
v,fascinate
v,fast
v,fear
v,feel
v,fight
v,fill
v,film
v,find
v,find
v,finish
v,fire
v,equip
v,fit
v,fix
v,flash
v,fling
v,splurge
v,flood
v,flourish
v,flush
v,flush
v,fly
v,fold
v,follow
v,follow
v,follow
v,fool,around
v,forbid
v,force
v,coerce
v,forge
v,forget
v,form
v,organize
v,formulate
v,foster
v,frame
v,frame
v,exempt
v,freeze
v,freeze
v,frighten
v,fund
v,gain
v,gasp
v,stare
v,generate
v,get
v,feed
v,give
v,give
v,give
v,give
v,give
v,glance
v,glare
v,glide
v,glow
v,die
v,go
v,graduate
v,greet
v,grin
v,grind
v,groan
v,grow
v,guard
v,guess
v,handicap
v,hang
v,happen
v,harm
v,hate
v,haul
v,haunt
v,have
v,heal
v,hear
v,help
v,hesitate
v,hiccup
v,hide
v,hide
v,hike
v,hit
v,hit
v,defend
v,support
v,hold
v,hold
v,hook
v,host
v,hover
v,offend
v,hurt
v,hypnothize
v,identify
v,ignore
v,dismiss
v,illustrate
v,imagine
v,import
v,impress
v,improve
v,include
v,include
v,increase
v,indulge
v,infect
v,inflate
v,inherit
v,inject
v,injure
v,insert
v,insist
v,inspire
v,instal
v,install
v,insure
v,intensify
v,translate
v,interrupt
v,introduce
v,introduce
v,introduce
v,invite
v,jail
v,twitch
v,jest
v,skip
v,jump
v,parachute
v,justify
v,keep
v,keep
v,keep
v,keep
v,kick
v,kill
v,kiss
v,knead
v,kneel
v,knit
v,knock
v,know
v,know
v,know
v,land
v,endure
v,laugh
v,launch
v,lay
v,lead
v,lead
v,leak
v,lean
v,learn
v,teach
v,leave
v,leave
v,leave
v,lend
v,lease
v,level
v,license
v,lick
v,lie
v,lie
v,revoke
v,plagiarize
v,light
v,ignite
v,like
v,restrict
v,linger
v,link
v,list
v,listen
v,load
v,locate
v,lock
v,lodge
v,yearn
v,look
v,look
v,lose
v,misplace
v,love
v,enjoy
v,frown
v,make
v,cook
v,make
v,manage
v,manage
v,fabricate
v,march
v,market
v,master
v,match
v,matter
v,mean
v,measure
v,evaluate
v,meet
v,meet
v,mention
v,mind
v,minimize
v,mislead
v,miss
v,miss
v,lack
v,miss
v,mix
v,model
v,move
v,move
v,move
v,move
v,multiply
v,mutter
v,nap
v,need
v,nod
v,nominate
v,notice
v,obey
v,object
v,obscure
v,obtain
v,occupy
v,offend
v,offer
v,offer
v,offset
v,open
v,oppose
v,organize
v,mastermind
v,overlook
v,overwhelm
v,owe
v,pack
v,paint
v,paint
v,park
v,participate
v,pass
v,pass
v,elapse
v,legislate
v,pass
v,exceed
v,pat
v,pay
v,penetrate
v,perceive
v,perforate
v,perform
v,persist
v,persuade
v,photocopy
v,pick
v,pluck
v,pile
v,rank
v,plan
v,design
v,play
v,bet
v,play
v,play
v,play
v,plead
v,please
v,pledge
v,plot
v,plot
v,plug
v,poison
v,polish
v,pop
v,post
v,postpone
v,swarm
v,pour
v,pray
v,beg
v,preach
v,precede
v,prefer
v,present
v,urge
v,press
v,squeeze
v,prevent
v,print
v,proclaim
v,produce
v,profit
v,prosecute
v,protect
v,prove
v,provide
v,provoke
v,harass
v,publish
v,extract
v,pump
v,punch
v,punch
v,punish
v,advertise
v,push
v,put
v,qualify
v,qualify
v,question
v,quit
v,quote
v,race
v,build
v,lift
v,raise
v,raise
v,promote
v,rape
v,achieve
v,reach
v,read
v,realize
v,rear
v,recognize
v,recognize
v,recommend
v,record
v,recover
v,recruit
v,recycle
v,redeem
v,refer
v,reflect
v,reflect
v,reform
v,refuse
v,reject
v,deny
v,register
v,regret
v,reinforce
v,reject
v,relate
v,relax
v,release
v,relieve
v,relinquish
v,trust
v,remain
v,commemorate
v,remind
v,repeat
v,replace
v,represent
v,represent
v,reproduce
v,request
v,command
v,rescue
v,resemble
v,resent
v,reserve
v,resign
v,resist
v,resist
v,respect
v,rest
v,restrain
v,retain
v,retire
v,retire
v,retreat
v,return
v,return
v,refund
v,reveal
v,reverse
v,review
v,revise
v,revive
v,reward
v,tease
v,ride
v,ring
v,arise
v,rise
v,rise
v,rise
v,rise
v,risk
v,roar
v,rob
v,rock
v,roll
v,wander
v,row
v,rub
v,scratch
v,rule
v,run
v,run
v,run
v,flow
v,escape
v,sail
v,save
v,save
v,say
v,scan
v,scatter
v,scramble
v,scrape
v,scratch
v,scream
v,screen
v,screen
v,cheat
v,screw
v,seal
v,secure
v,see
v,see
v,see
v,seek
v,seem
v,seize
v,sell
v,betray
v,mail
v,broadcast
v,branch
v,separate
v,discriminate
v,serve
v,serve
v,set
v,plant
v,set
v,settle
v,settle
v,reconcile
v,sink
v,shake
v,rock
v,shape
v,share
v,shatter
v,shave
v,shed
v,budge
v,polish
v,shine
v,shiver
v,stun
v,shock
v,shoot
v,shoot
v,shout
v,abuse
v,show
v,show
v,show
v,shrink
v,shrug
v,sigh
v,sightsee
v,sign
v,sing
v,sip
v,sit
v,skate
v,slam
v,slap
v,slide
v,slip
v,slump
v,smash
v,smell
v,smell
v,smile
v,smoke
v,snap
v,snarl
v,snatch
v,snap
v,kidnap
v,sniff
v,snuggle
v,soak
v,overcharge
v,pawn
v,soar
v,solve
v,sow
v,spare
v,spare
v,speculate
v,speed
v,spend
v,spill
v,spin
v,spin
v,spin
v,spit
v,split
v,spoil
v,spoil
v,spoil
v,spray
v,circulate
v,spread
v,square
v,squeeze
v,embrace
v,squash
v,extort
v,stab
v,stain
v,stereotype
v,stamp
v,stand
v,stand
v,depart
v,stay
v,step
v,mistreat
v,stick
v,pierce
v,sting
v,stir
v,stop
v,stop
v,store
v,storm
v,straighten
v,strain
v,stress
v,stretch
v,stride
v,strike
v,strike
v,undress
v,stroke
v,stroll
v,study
v,stuff
v,overeat
v,stumble
v,resign
v,substitute
v,suffer
v,suggest
v,evoke
v,suit
v,support
v,hypothesize
v,suppress
v,surround
v,sustain
v,swallow
v,swallow
v,swear
v,swear
v,sweep
v,swell
v,swim
v,float
v,swing
v,swipe
v,swop
v,take
v,take
v,talk
v,tap
v,tap
v,taste
v,tease
v,tease
v,tell
v,tempt
v,terrify
v,testify
v,thank
v,think
v,think
v,remember
v,threaten
v,confuse
v,throw
v,thrust
v,tick
v,tie
v,time
v,tiptoe
v,topple
v,tolerate
v,toss
v,total
v,touch
v,train
v,transfer
v,transform
v,tread
v,treat
v,treat
v,tremble
v,trip
v,trouble
v,try
v,try
v,try
v,tumble
v,tune
v,bend
v,turn
v,rotate
v,twist
v,wriggle
v,underline
v,undermine
v,understand
v,understand
v,undertake
v,update
v,upset
v,upset
v,urge
v,use
v,utter
v,visit
v,vote
v,wait
v,wake
v,walk
v,digress
v,want
v,warn
v,wash
v,wash
v,waste
v,watch
v,wave
v,wear
v,weave
v,weigh
v,weigh
v,whip
v,whisper
v,widen
v,win
v,wind
v,wipe
v,withdraw
v,wonder
v,work
v,work,out
v,worry
v,wrap
v,wrestle
v,write
v,write
v,spell
v,compose
v,yawn
